8b024a20889762278ad68ad57a73367a,14b1bf4e103a2a0111a80bed3a37a3e8,3562,sao paulo,SP,d9a84e1403de8da0c3aa531d6d108ba6
baad5e4d34d5785fb9530d6faca59d15,4a4f372f6cf1fca267c8d3d46b8d32bb,4534,sao paulo,SP,bac44fa8e13424950488659b5f765c41
c4c7a32e73bcf7665b3d37447970e3ae,d617b904dd14c275fbc6acfc6ea7443e,13214,jundiai,SP,534a01cc6df1e034e05c32028a291fa2
c4c7a32e73bcf7665b3d37447970e3ae,d617b904dd14c275fbc6acfc6ea7443e,13214,jundiai,SP,aa17b35ce4de7b565be3249ba838944f
70210c917bc804a1269942a71308a4f7,6d9e2c0d8e12764c96436cdd2cd11655,13330,indaiatuba,SP,c510bc1718f0f2961eaa42a23330681a
70210c917bc804a1269942a71308a4f7,6d9e2c0d8e12764c96436cdd2cd11655,13330,indaiatuba,SP,9baf5cb77970f539089d09a38bcec5c3
70210c917bc804a1269942a71308a4f7,6d9e2c0d8e12764c96436cdd2cd11655,13330,indaiatuba,SP,f84fa566034f5e8e880a07ec624c56af
70210c917bc804a1269942a71308a4f7,6d9e2c0d8e12764c96436cdd2cd11655,13330,indaiatuba,SP,a11a0e0ca67423425691db355cff69b0
492bc00d194c024369dc01d865b094ad,ad93c6ca39d2da639362bec98c0a2d81,9720,sao bernardo do campo,SP,f5a590cf36251cf1162ea35bef76fe84
492bc00d194c024369dc01d865b094ad,ad93c6ca39d2da639362bec98c0a2d81,9720,sao bernardo do campo,SP,5160d23075764e18e07c1f4a87fad743
359154f73b6e8ebb538109ed96becdd1,cd0e1d42225b7f4cf78a382e4f57e704,4719,sao paulo,SP,a08692680c77d30a0b4280da5df01c5a
652809adfb5055cf87dd32aca5a8b760,7171534a83fcf2f96ac5690706ce58ca,35680,itauna,MG,25c5c91f63607446a97b143d2d535d31
652809adfb5055cf87dd32aca5a8b760,7171534a83fcf2f96ac5690706ce58ca,35680,itauna,MG,f3041c2e75ec683697a6a5ea82192210
ca868a96b4d2898ce29fb5762fb5f19f,817ac0eeed3fb788b02474e60a02fb68,20091,rio de janeiro,RJ,6d04126aba80df143fd038e711b8fd96
c98a33e7863890a9d65db5297db8d542,80aaadac7773e596a55acf3a7518530e,35570,formiga,MG,d921b68bf747894be13a97ae52b0f386
c98a33e7863890a9d65db5297db8d542,80aaadac7773e596a55acf3a7518530e,35570,formiga,MG,49e7217cfe4e427191c378ec626d8737
c98a33e7863890a9d65db5297db8d542,80aaadac7773e596a55acf3a7518530e,35570,formiga,MG,6824a69c9ea0313eba299dd4a2dba09a
c98a33e7863890a9d65db5297db8d542,80aaadac7773e596a55acf3a7518530e,35570,formiga,MG,2a5b78b41cd05baeac8df54c6606b92c
a404e7de80bcea1f5192df78dda47f74,473df93bb42ae1f0f0aa38846aa3a929,13845,mogi-guacu,SP,74c7dec0a384d8a05950e629bd23bde9
a404e7de80bcea1f5192df78dda47f74,473df93bb42ae1f0f0aa38846aa3a929,13845,mogi-guacu,SP,ed9eef5be0992d413d251fadba1a410d
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,165b1235e9e9942cb5fae67103576fb0
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,35857757f553273b1056c1cabdace7fb
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,c32fc744b9160ac853450488e3cfea93
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,a36b125ac6d5fdbc7f50de85c9157bdc
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,b5dd7151a92ccaaa282cbe9681a05f44
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,5f5a58930c3c35f3b5af264f34fb8c85
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,9e17b9d64683aebcbb9ee362d06463b4
36d9ca3c8936346de613aff02ddd3bcc,89f0a240357a5d82a81bcfe959ca34cb,14020,ribeirao preto,SP,ebef8d8c92b4fd3226e5d407bbff21ac
f588fd1fcd5274c4fecff58caeb194c6,916f95879931fc53d44aeed060017548,12020,taubate,SP,9f50216bfd01913736a55a11b55ea842
f588fd1fcd5274c4fecff58caeb194c6,916f95879931fc53d44aeed060017548,12020,taubate,SP,085f6f7e049c996695fb2074fe38d45e
34be6f90979b8a6c6b881e48bde327cf,70481e5045803ff63220a0dd09cb6aa5,6473,barueri,SP,3be5841cdcc46de4ed3f9116f104b2c5
696519087c698748e61374ff4f3f2624,b02bd9f01b3253917bc4d51b022f1cad,38400,uberlandia,MG,c9d2ba8dde44a275ae06475ed1d2fafc
696519087c698748e61374ff4f3f2624,b02bd9f01b3253917bc4d51b022f1cad,38400,uberlandia,MG,6c99c983ce3b6ba0ab813e6790e81691
